image_id,image_patch,mask_patch,label_hsv,alpha_hsv,alpha_norm,beta_hsv
1,patches\real\001_000.png,patches\mask\001_000.png,1,42.362784361275864,0.2609547940750006,0.7390452059249994
1,patches\real\001_001.png,patches\mask\001_001.png,1,42.23771324953179,0.26011005484389693,0.7398899451561031
1,patches\real\001_002.png,patches\mask\001_002.png,1,42.08996120684145,0.2591121269835319,0.7408878730164681
1,patches\real\001_003.png,patches\mask\001_003.png,1,42.26461580570452,0.2602917566317773,0.7397082433682227
1,patches\real\001_004.png,patches\mask\001_004.png,1,42.32347662463586,0.2606893068112938,0.7393106931887061
1,patches\real\001_005.png,patches\mask\001_005.png,1,42.63214417509663,0.2627740695163414,0.7372259304836586
1,patches\real\001_006.png,patches\mask\001_006.png,1,42.784994054141045,0.263806428527929,0.736193571472071
1,patches\real\001_007.png,patches\mask\001_007.png,1,42.98493378718022,0.26515683578024635,0.7348431642197537
1,patches\real\001_008.png,patches\mask\001_008.png,1,43.17415492604643,0.26643484888115715,0.7335651511188428
1,patches\real\001_009.png,patches\mask\001_009.png,1,43.169750344610925,0.26640510002322126,0.7335948999767787
1,patches\real\001_010.png,patches\mask\001_010.png,1,43.22482450839209,0.26677707486311375,0.7332229251368862
1,patches\real\001_011.png,patches\mask\001_011.png,1,43.236738073953575,0.2668575399367169,0.7331424600632831
1,patches\real\001_012.png,patches\mask\001_012.png,1,43.24012049781899,0.2668803850693418,0.7331196149306582
1,patches\real\001_013.png,patches\mask\001_013.png,1,43.29176473471179,0.26722919393779604,0.732770806062204
1,patches\real\001_014.png,patches\mask\001_014.png,1,52.11108829861553,0.32679553585591437,0.6732044641440856
1,patches\real\001_015.png,patches\mask\001_015.png,0,-1.0,-1.0,-1.0
1,patches\real\001_016.png,patches\mask\001_016.png,1,41.66999906382038,0.2562756726429469,0.7437243273570531
1,patches\real\001_017.png,patches\mask\001_017.png,1,41.03140845065732,0.2519625859834373,0.7480374140165627
1,patches\real\001_018.png,patches\mask\001_018.png,1,41.89651058164623,0.2578055476295535,0.7421944523704465
1,patches\real\001_019.png,patches\mask\001_019.png,1,41.010889778426794,0.25182400140414013,0.7481759985958598
1,patches\real\001_020.png,patches\mask\001_020.png,1,41.41126612335609,0.2545281718640601,0.7454718281359398
1,patches\real\001_021.png,patches\mask\001_021.png,1,41.960285992654505,0.25823629131534315,0.7417637086846569
1,patches\real\001_022.png,patches\mask\001_022.png,1,41.91026748297721,0.2578984627247393,0.7421015372752606
1,patches\real\001_023.png,patches\mask\001_023.png,1,42.141871102999296,0.25946273013365645,0.7405372698663435
1,patches\real\001_024.png,patches\mask\001_024.png,1,42.455406720460516,0.26158037211128415,0.7384196278887158
1,patches\real\001_025.png,patches\mask\001_025.png,1,42.87455322857439,0.2644113175953894,0.7355886824046106
1,patches\real\001_026.png,patches\mask\001_026.png,1,42.79310130831218,0.26386118550225657,0.7361388144977434
1,patches\real\001_027.png,patches\mask\001_027.png,1,42.522998776339996,0.2620368936894179,0.737963106310582
1,patches\real\001_028.png,patches\mask\001_028.png,1,44.17335907290109,0.2731835451305101,0.72681645486949
1,patches\real\001_029.png,patches\mask\001_029.png,1,35.46064915081869,0.21433727937195768,0.7856627206280423
1,patches\real\001_030.png,patches\mask\001_030.png,0,-1.0,-1.0,-1.0
1,patches\real\001_031.png,patches\mask\001_031.png,0,-1.0,-1.0,-1.0
1,patches\real\001_032.png,patches\mask\001_032.png,1,42.15563637070195,0.2595557017359148,0.7404442982640852
1,patches\real\001_033.png,patches\mask\001_033.png,1,41.1760659284987,0.25293961293155603,0.747060387068444
1,patches\real\001_034.png,patches\mask\001_034.png,1,41.28412802838156,0.25366947208043195,0.746330527919568
1,patches\real\001_035.png,patches\mask\001_035.png,1,41.38429782245629,0.25434602603159256,0.7456539739684074
1,patches\real\001_036.png,patches\mask\001_036.png,1,41.63465514093269,0.25603695726072956,0.7439630427392705
1,patches\real\001_037.png,patches\mask\001_037.png,1,41.68368962815946,0.2563681396933465,0.7436318603066535
1,patches\real\001_038.png,patches\mask\001_038.png,1,41.68015965916366,0.2563442980303617,0.7436557019696384
1,patches\real\001_039.png,patches\mask\001_039.png,1,41.460245853014754,0.254858984460147,0.745141015539853
1,patches\real\001_040.png,patches\mask\001_040.png,1,41.58488829979994,0.2557008284574695,0.7442991715425304
1,patches\real\001_041.png,patches\mask\001_041.png,1,45.03450058372854,0.2789997564648777,0.7210002435351224
1,patches\real\001_042.png,patches\mask\001_042.png,1,26.700073442660134,0.15516772467191986,0.8448322753280801
1,patches\real\001_043.png,patches\mask\001_043.png,1,18.285644567672545,0.09833607043206306,0.901663929567937
1,patches\real\001_044.png,patches\mask\001_044.png,0,-1.0,-1.0,-1.0
1,patches\real\001_045.png,patches\mask\001_045.png,0,-1.0,-1.0,-1.0
1,patches\real\001_046.png,patches\mask\001_046.png,0,-1.0,-1.0,-1.0
1,patches\real\001_047.png,patches\mask\001_047.png,0,-1.0,-1.0,-1.0
1,patches\real\001_048.png,patches\mask\001_048.png,1,40.99770637332412,0.2517349597434843,0.7482650402565156
1,patches\real\001_049.png,patches\mask\001_049.png,1,41.31235995471901,0.2538601525294526,0.7461398474705474
1,patches\real\001_050.png,patches\mask\001_050.png,1,41.168008022836034,0.252885189260583,0.747114810739417
1,patches\real\001_051.png,patches\mask\001_051.png,1,41.47244304892742,0.2549413651934211,0.7450586348065789
1,patches\real\001_052.png,patches\mask\001_052.png,1,41.5327627137826,0.25534876852261246,0.7446512314773875
1,patches\real\001_053.png,patches\mask\001_053.png,1,41.22516349387357,0.2532712213984952,0.7467287786015048
1,patches\real\001_054.png,patches\mask\001_054.png,1,42.99126182354836,0.2651995757903213,0.7348004242096787
1,patches\real\001_055.png,patches\mask\001_055.png,1,50.239598850614634,0.3141553623156176,0.6858446376843824
1,patches\real\001_056.png,patches\mask\001_056.png,1,37.85445096244897,0.23050518796070493,0.769494812039295
1,patches\real\001_057.png,patches\mask\001_057.png,1,9.18551003738986,0.03687311116948685,0.9631268888305131
1,patches\real\001_058.png,patches\mask\001_058.png,0,-1.0,-1.0,-1.0
1,patches\real\001_059.png,patches\mask\001_059.png,0,-1.0,-1.0,-1.0
1,patches\real\001_060.png,patches\mask\001_060.png,0,-1.0,-1.0,-1.0
1,patches\real\001_061.png,patches\mask\001_061.png,0,-1.0,-1.0,-1.0
1,patches\real\001_062.png,patches\mask\001_062.png,0,-1.0,-1.0,-1.0
1,patches\real\001_063.png,patches\mask\001_063.png,0,-1.0,-1.0,-1.0
1,patches\real\001_064.png,patches\mask\001_064.png,1,40.20797617872257,0.2464010655447011,0.7535989344552989
1,patches\real\001_065.png,patches\mask\001_065.png,1,40.461856277478745,0.24811578988372082,0.7518842101162792
1,patches\real\001_066.png,patches\mask\001_066.png,1,40.720900144219264,0.24986539068090796,0.750134609319092
1,patches\real\001_067.png,patches\mask\001_067.png,1,41.14612818813948,0.2527374112926693,0.7472625887073308
1,patches\real\001_068.png,patches\mask\001_068.png,1,41.123194731015424,0.252582517083548,0.7474174829164519
1,patches\real\001_069.png,patches\mask\001_069.png,1,40.84993647406657,0.2507369112785876,0.7492630887214125
1,patches\real\001_070.png,patches\mask\001_070.png,1,51.50085203813503,0.32267395652171366,0.6773260434782864
1,patches\real\001_071.png,patches\mask\001_071.png,1,14.008947776703192,0.06945095452888372,0.9305490454711163
1,patches\real\001_072.png,patches\mask\001_072.png,1,11.904671235870735,0.0552385203196982,0.9447614796803018
1,patches\real\001_073.png,patches\mask\001_073.png,1,-1.0,-1.0,-1.0
1,patches\real\001_074.png,patches\mask\001_074.png,0,58.14779318876283,0.3675678722987024,0.6324321277012976
1,patches\real\001_075.png,patches\mask\001_075.png,0,-1.0,-1.0,-1.0
1,patches\real\001_076.png,patches\mask\001_076.png,0,-1.0,-1.0,-1.0
1,patches\real\001_077.png,patches\mask\001_077.png,0,-1.0,-1.0,-1.0
1,patches\real\001_078.png,patches\mask\001_078.png,0,-1.0,-1.0,-1.0
1,patches\real\001_079.png,patches\mask\001_079.png,0,-1.0,-1.0,-1.0
1,patches\real\001_080.png,patches\mask\001_080.png,1,38.25062010760396,0.2331809426925412,0.7668190573074588
1,patches\real\001_081.png,patches\mask\001_081.png,1,38.926027783575506,0.23774269442662035,0.7622573055733797
1,patches\real\001_082.png,patches\mask\001_082.png,1,39.25386782608739,0.23995694951378366,0.7600430504862163
1,patches\real\001_083.png,patches\mask\001_083.png,1,38.59521286028131,0.23550834678195404,0.7644916532180459
1,patches\real\001_084.png,patches\mask\001_084.png,1,43.51143442036581,0.268712858700734,0.731287141299266
1,patches\real\001_085.png,patches\mask\001_085.png,1,24.4384288572808,0.13989241543830155,0.8601075845616984
1,patches\real\001_086.png,patches\mask\001_086.png,1,15.988982316852448,0.08282424938235082,0.9171757506176492
1,patches\real\001_087.png,patches\mask\001_087.png,1,-1.0,-1.0,-1.0
1,patches\real\001_088.png,patches\mask\001_088.png,1,-1.0,-1.0,-1.0
1,patches\real\001_089.png,patches\mask\001_089.png,1,-1.0,-1.0,-1.0
1,patches\real\001_090.png,patches\mask\001_090.png,0,-1.0,-1.0,-1.0
1,patches\real\001_091.png,patches\mask\001_091.png,0,-1.0,-1.0,-1.0
1,patches\real\001_092.png,patches\mask\001_092.png,0,-1.0,-1.0,-1.0
1,patches\real\001_093.png,patches\mask\001_093.png,0,-1.0,-1.0,-1.0
1,patches\real\001_094.png,patches\mask\001_094.png,0,-1.0,-1.0,-1.0
1,patches\real\001_095.png,patches\mask\001_095.png,0,-1.0,-1.0,-1.0
1,patches\real\001_096.png,patches\mask\001_096.png,1,34.003308206611266,0.20449429443723685,0.7955057055627631
1,patches\real\001_097.png,patches\mask\001_097.png,1,34.97962291403171,0.21108839377609273,0.7889116062239072
