image_id,image_patch,mask_patch,label,label_ann,ann_logit,ann_conf,ann_energy
1,patches\real\001_000.png,patches\mask\001_000.png,0,0,-10.979204,10.979204,0.39425564
1,patches\real\001_001.png,patches\mask\001_001.png,0,0,-10.85766,10.85766,0.3941648
1,patches\real\001_002.png,patches\mask\001_002.png,0,0,-10.924244,10.924244,0.39778888
1,patches\real\001_003.png,patches\mask\001_003.png,0,0,-10.814831,10.814831,0.39423683
1,patches\real\001_004.png,patches\mask\001_004.png,0,0,-10.676683,10.676683,0.39037523
1,patches\real\001_005.png,patches\mask\001_005.png,0,0,-10.792418,10.792418,0.39147988
1,patches\real\001_006.png,patches\mask\001_006.png,0,0,-10.884505,10.884505,0.39408568
1,patches\real\001_007.png,patches\mask\001_007.png,0,0,-11.156346,11.156346,0.39662433
1,patches\real\001_008.png,patches\mask\001_008.png,0,0,-11.419321,11.419321,0.40196702
1,patches\real\001_009.png,patches\mask\001_009.png,0,0,-11.249,11.249,0.40111288
1,patches\real\001_010.png,patches\mask\001_010.png,0,0,-11.251373,11.251373,0.4031396
1,patches\real\001_011.png,patches\mask\001_011.png,0,0,-11.28726,11.28726,0.40352845
1,patches\real\001_012.png,patches\mask\001_012.png,0,0,-11.320154,11.320154,0.40385288
1,patches\real\001_013.png,patches\mask\001_013.png,0,0,-11.209395,11.209395,0.40343294
1,patches\real\001_014.png,patches\mask\001_014.png,0,0,-11.871011,11.871011,0.43202847
1,patches\real\001_015.png,patches\mask\001_015.png,0,0,-13.529526,13.529526,0.5443981
1,patches\real\001_016.png,patches\mask\001_016.png,0,0,-10.727031,10.727031,0.3913008
1,patches\real\001_017.png,patches\mask\001_017.png,0,0,-10.545525,10.545525,0.3914475
1,patches\real\001_018.png,patches\mask\001_018.png,0,0,-10.819648,10.819648,0.39202183
1,patches\real\001_019.png,patches\mask\001_019.png,0,0,-10.581984,10.581984,0.3897467
1,patches\real\001_020.png,patches\mask\001_020.png,0,0,-10.412161,10.412161,0.3882828
1,patches\real\001_021.png,patches\mask\001_021.png,0,0,-10.668423,10.668423,0.3863678
1,patches\real\001_022.png,patches\mask\001_022.png,0,0,-10.616897,10.616897,0.3894358
1,patches\real\001_023.png,patches\mask\001_023.png,0,0,-10.617105,10.617105,0.3860423
1,patches\real\001_024.png,patches\mask\001_024.png,0,0,-11.095564,11.095564,0.38416585
1,patches\real\001_025.png,patches\mask\001_025.png,0,0,-11.104494,11.104494,0.39681265
1,patches\real\001_026.png,patches\mask\001_026.png,0,0,-11.154768,11.154768,0.39001358
1,patches\real\001_027.png,patches\mask\001_027.png,0,0,-11.29019,11.29019,0.3877965
1,patches\real\001_028.png,patches\mask\001_028.png,0,0,-11.330244,11.330244,0.3977478
1,patches\real\001_029.png,patches\mask\001_029.png,0,0,-12.762821,12.762821,0.41630852
1,patches\real\001_030.png,patches\mask\001_030.png,0,0,-15.172181,15.172181,0.3420617
1,patches\real\001_031.png,patches\mask\001_031.png,0,0,-5.434456,5.434456,0.13640182
1,patches\real\001_032.png,patches\mask\001_032.png,0,0,-10.559042,10.559042,0.38528457
1,patches\real\001_033.png,patches\mask\001_033.png,0,0,-10.36827,10.36827,0.3771924
1,patches\real\001_034.png,patches\mask\001_034.png,0,0,-10.735296,10.735296,0.38689458
1,patches\real\001_035.png,patches\mask\001_035.png,0,0,-10.607756,10.607756,0.3878465
1,patches\real\001_036.png,patches\mask\001_036.png,0,0,-10.500702,10.500702,0.38391307
1,patches\real\001_037.png,patches\mask\001_037.png,0,0,-10.414964,10.414964,0.38364267
1,patches\real\001_038.png,patches\mask\001_038.png,0,0,-10.453013,10.453013,0.3831413
1,patches\real\001_039.png,patches\mask\001_039.png,0,0,-10.58112,10.58112,0.37537578
1,patches\real\001_040.png,patches\mask\001_040.png,0,0,-10.4428005,10.4428005,0.37985587
1,patches\real\001_041.png,patches\mask\001_041.png,0,0,-11.266071,11.266071,0.3953218
1,patches\real\001_042.png,patches\mask\001_042.png,0,0,-14.873423,14.873423,0.420582
1,patches\real\001_043.png,patches\mask\001_043.png,0,0,-13.350761,13.350761,0.29637086
1,patches\real\001_044.png,patches\mask\001_044.png,0,0,-2.617343,2.617343,0.17666148
1,patches\real\001_045.png,patches\mask\001_045.png,0,0,-5.022155,5.022155,0.16362911
1,patches\real\001_046.png,patches\mask\001_046.png,0,0,-6.465688,6.465688,0.16367821
1,patches\real\001_047.png,patches\mask\001_047.png,0,0,-6.042445,6.042445,0.14458884
1,patches\real\001_048.png,patches\mask\001_048.png,0,0,-10.474884,10.474884,0.38033658
1,patches\real\001_049.png,patches\mask\001_049.png,0,0,-10.34897,10.34897,0.37886393
1,patches\real\001_050.png,patches\mask\001_050.png,0,0,-10.427194,10.427194,0.3782867
1,patches\real\001_051.png,patches\mask\001_051.png,0,0,-10.292452,10.292452,0.37301746
1,patches\real\001_052.png,patches\mask\001_052.png,0,0,-9.931675,9.931675,0.37605342
1,patches\real\001_053.png,patches\mask\001_053.png,0,0,-10.464065,10.464065,0.37295836
1,patches\real\001_054.png,patches\mask\001_054.png,0,0,-10.987501,10.987501,0.38784832
1,patches\real\001_055.png,patches\mask\001_055.png,0,0,-12.196947,12.196947,0.43244234
1,patches\real\001_056.png,patches\mask\001_056.png,0,0,-11.704216,11.704216,0.39370418
1,patches\real\001_057.png,patches\mask\001_057.png,1,1,6.2337646,6.2337646,0.4573891
1,patches\real\001_058.png,patches\mask\001_058.png,1,1,7.133042,7.133042,0.53883845
1,patches\real\001_059.png,patches\mask\001_059.png,0,0,-6.418501,6.418501,0.16767141
1,patches\real\001_060.png,patches\mask\001_060.png,0,0,-6.70317,6.70317,0.15651967
1,patches\real\001_061.png,patches\mask\001_061.png,0,0,-6.291054,6.291054,0.15601255
1,patches\real\001_062.png,patches\mask\001_062.png,0,0,-6.1997805,6.1997805,0.15234262
1,patches\real\001_063.png,patches\mask\001_063.png,0,0,-6.386853,6.386853,0.16003074
1,patches\real\001_064.png,patches\mask\001_064.png,0,0,-9.386314,9.386314,0.35246414
1,patches\real\001_065.png,patches\mask\001_065.png,0,0,-9.626829,9.626829,0.36377934
1,patches\real\001_066.png,patches\mask\001_066.png,0,0,-10.031473,10.031473,0.35760555
1,patches\real\001_067.png,patches\mask\001_067.png,0,0,-10.150548,10.150548,0.3616364
1,patches\real\001_068.png,patches\mask\001_068.png,0,0,-9.728204,9.728204,0.3628427
1,patches\real\001_069.png,patches\mask\001_069.png,0,0,-10.616272,10.616272,0.36815217
1,patches\real\001_070.png,patches\mask\001_070.png,0,0,-9.448652,9.448652,0.41483897
1,patches\real\001_071.png,patches\mask\001_071.png,0,0,-9.131491,9.131491,0.31359538
1,patches\real\001_072.png,patches\mask\001_072.png,1,1,6.352591,6.352591,0.47496384
1,patches\real\001_073.png,patches\mask\001_073.png,1,1,9.349467,9.349467,0.8696805
1,patches\real\001_074.png,patches\mask\001_074.png,1,1,7.670599,7.670599,0.72992224
1,patches\real\001_075.png,patches\mask\001_075.png,0,0,-6.182291,6.182291,0.16915531
